@relation 'cs415all-weka.filters.unsupervised.attribute.Discretize-D-B2-M-1.0-R33,34,35,36,44,46,48,50-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R37-weka.filters.unsupervised.attribute.Discretize-B7-M-1.0-R38-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,51,50-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R50'

@attribute Code numeric
@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Male_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Female_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'CS Major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'ECE major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Standing {'\'(-inf-0.8]\'','\'(0.8-1.6]\'','\'(1.6-2.4]\'','\'(2.4-3.2]\'','\'(3.2-inf)\''}
@attribute 'Math Class' {'\'(-inf-0.857143]\'','\'(0.857143-1.714286]\'','\'(1.714286-2.571429]\'','\'(2.571429-3.428571]\'','\'(3.428571-4.285714]\'','\'(4.285714-5.142857]\'','\'(5.142857-inf)\''}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute 'Took 416_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '416 Grade' numeric
@attribute 'Took 515_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '515 Grade' numeric
@attribute 'Took 520_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '520 Grade' numeric
@attribute Semester {'\'(-inf-0.75]\'','\'(0.75-1.5]\'','\'(1.5-2.25]\'','\'(2.25-inf)\''}
@attribute 'Graduated with CS Degree_1' {'\'(-inf-0]\'','\'(0-inf)\''}

@data
349,0.681543,0.473684,0.827586,0,0.333333,0.89,0.54,1,0,0.076923,0.698571,0.4,1,0,0.6,0.959921,0.75,1.166667,0,0,1,1,1,0,0,0.503333,0.34,0.61,0.751812,0.666667,0.836957,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.824242,-0.067204,-0.095952,0.022039,0,'\'(0.5-inf)\'',2.67,'\'(0.5-inf)\'',2,'\'(0.5-inf)\'',3,'\'(1.5-2.25]\'','\'(-inf-0]\''
280,0.690209,0.547619,0.85,0,0.555556,0.946923,0.77,1,0,0,0.791429,0.4,1,0,0.2,0.950171,0.666667,1,0,0.038462,0.846154,0,1,0.153846,0.153846,0.57,0.16,0.9,0.768357,0.688889,0.847826,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.860247,-0.002571,-0.059286,0.017949,-0.333333,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',2.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
260,0.854082,0.714286,1,0,0,0.938462,0.7,1,0,0,0.755714,0,1,0.2,0.2,0.935388,0.375,1.166667,0,0.076923,0.846154,0,1,0.153846,0.153846,0.92,0.78,1,0.856522,0.8,0.913043,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(2.571429-3.428571]\'',0.911988,0.071744,-0.068333,-0.057186,-0.333333,'\'(0.5-inf)\'',2.33,'\'(0.5-inf)\'',2,'\'(0.5-inf)\'',2,'\'(1.5-2.25]\'','\'(-inf-0]\''
31,0.928066,0.772727,1,0,0,0.931538,0.41,1,0,0.076923,0.897143,0.8,0.95,0,0,0.989683,0.866667,1.166667,0,0,0.974359,0.666667,1,0,0.076923,0.92,0.77,1,0.955918,0.944444,0.967391,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(1.714286-2.571429]\'',0.942627,-0.077245,-0.101905,-0.018681,-0.055556,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',2,'\'(1.5-2.25]\'','\'(-inf-0]\''
372,0.718656,0,0.923077,0.111111,0.222222,0.970769,0.87,1,0,0,0.882857,0.8,1,0,0,0.972735,0.625,1.166667,0,0.038462,0.846154,0,1,0.153846,0.153846,0.926667,0.88,0.98,0.846014,0.833333,0.858696,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.910696,-0.087024,-0.023095,-0.041709,-0.333333,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',3.33,'\'(1.5-2.25]\'','\'(-inf-0]\''
90,0.744277,0.4,0.868421,0,0.222222,0.964615,0.86,1,0,0,0.89,0.7,1,0,0,0.878382,0,1.166667,0.038462,0.115385,0.984615,0.8,1,0,0,0.466667,0.15,0.74,0.708454,0.677778,0.73913,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(3.2-inf)\'','\'(-inf-0.857143]\'',0.84576,0.091223,-0.020952,-0.038474,0.028571,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3.33,'\'(1.5-2.25]\'','\'(-inf-0]\''
105,0.570522,0,0.85,0.111111,0.888889,0.755385,0,1,0.153846,0.230769,0.62,0,1,0.2,0.4,0.958727,0.75,1.166667,0,0,0.910256,0.333333,1,0,0.076923,0.35,0.02,0.71,0.602899,0.466667,0.73913,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.714098,-0.272564,-0.307143,-0.01754,-0.039683,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
302,0.634137,0.487179,0.736842,0,0.777778,0.731538,0,1,0.076923,0.307692,0.692857,0.5,1,0,0.4,0.926371,0.375,1.166667,0,0.038462,0.898718,0.333333,1,0,0.153846,0.58,0.38,0.77,0.741304,0.7,0.782609,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(1.714286-2.571429]\'',0.737953,-0.062172,-0.256667,-0.081886,-0.018254,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
24,0.751399,0.545455,1,0,0.333333,0.792308,0,1,0.153846,0.230769,0.871429,0.6,0.95,0,0.2,0.835183,0,1.166667,0.038462,0.269231,0.807692,0,1,0.153846,0.153846,0.516667,0.16,0.82,0.762319,0.633333,0.891304,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.770324,-0.223157,-0.400476,-0.317375,-0.261905,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
204,0.775346,0.65,0.880952,0,0.333333,0.835385,0.05,1,0,0.153846,0.895714,0.8,1,0,0,0.982106,0.791667,1.166667,0,0,1,1,1,0,0,0.796667,0.73,0.87,0.856643,0.811111,0.902174,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.853269,0.052219,-0.220476,-0.029683,0,'\'(0.5-inf)\'',1.33,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
285,0.699017,0.447368,0.840909,0,0.444444,0.680769,0,1,0.153846,0.384615,0.25,0,0.75,0.6,0.8,0.781627,0,1.166667,0.115385,0.307692,0.846154,0,1,0.153846,0.153846,0.633333,0.32,1,0.652778,0.555556,0.75,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.683233,-0.009275,-0.422381,-0.326929,-0.333333,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
279,0.277165,0,0.880952,0.666667,0.666667,0.27,0,1,0.692308,0.769231,0,0,0,1,1,0.482051,0,1.166667,0.5,0.538462,0.692308,0,1,0.307692,0.307692,0.333333,0,1,0.630193,0.477778,0.782609,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.338025,-0.498897,-0.501429,-0.815385,-0.666667,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
154,0.818235,0.657143,0.923077,0,0.111111,0.893846,0.63,1,0,0.153846,0.58,0,0.9,0.2,0.6,0.982424,0.916667,1,0,0,0.846154,0,1,0.153846,0.153846,0.79,0.37,1,0.917754,0.902174,0.933333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.889648,0.080383,-0.121667,0.011905,-0.02381,'\'(0.5-inf)\'',3.67,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',3,'\'(1.5-2.25]\'','\'(-inf-0]\''
193,0.719436,0.526316,0.9,0,0.666667,0.871538,0.35,1,0,0.153846,0.7,0,1,0.2,0.4,0.96656,0.625,1.166667,0,0.038462,0.980769,0.75,1,0,0,0.53,0.23,0.86,0.686111,0.622222,0.75,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(2.571429-3.428571]\'',0.820178,-0.069245,-0.200952,-0.030641,-0.041667,'\'(0.5-inf)\'',2.67,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3,'\'(1.5-2.25]\'','\'(-inf-0]\''
306,0.817986,0.724138,0.923077,0,0,0.959231,0.74,1,0,0,0.82,0.4,1,0,0.2,0.969127,0.66,1.166667,0,0.038462,0.826923,0,1,0.153846,0.153846,0.78,0.51,0.95,0.917633,0.913043,0.922222,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.915586,0.053684,0.02619,-0.058083,-0.065476,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
34,0.886647,0.75,0.977273,0,0,0.983846,0.8,1,0,0,0.825714,0.4,1,0,0.2,0.965006,0.4,1.166667,0,0.038462,1,1,1,0,0,0.99,0.98,1,0.857488,0.826087,0.888889,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(4.285714-5.142857]\'',0.955042,0.088444,-0.035,0.049475,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(1.5-2.25]\'','\'(-inf-0]\''
225,0.658785,0.564103,0.87,0,0.777778,0.717692,0,1,0.076923,0.307692,0.668571,0.2,0.95,0,0.4,0.894527,0.4,1.166667,0,0.153846,0.858974,0,1,0.076923,0.230769,0.41,0.2,0.7,0.635386,0.455556,0.815217,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.698397,-0.129616,-0.261905,-0.1529,-0.305556,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
274,0.746362,0.542857,0.871795,0,0.222222,0.876154,0.48,1,0,0.076923,0.827143,0.6,0.95,0,0.2,0.952595,0.72,1.166667,0,0,0.980769,0.75,1,0,0,0.943333,0.92,0.96,0.89058,0.847826,0.933333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.87486,0.087773,-0.070238,-0.036471,0.035714,'\'(0.5-inf)\'',3.67,'\'(0.5-inf)\'',3,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
259,0.588195,0.47619,0.736842,0,0.888889,0.936154,0.76,1,0,0,0.815714,0.4,1,0,0.2,0.965095,0.791667,1.166667,0,0,0.903846,0,1,0.076923,0.076923,0.653333,0.48,0.91,0.637077,0.611111,0.663043,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.835494,-0.03677,-0.054762,-0.043437,-0.130952,'\'(0.5-inf)\'',2.33,'\'(0.5-inf)\'',1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
247,0.907938,0.772727,0.973684,0,0,0.944615,0.6,1,0,0.076923,0.605714,0,0.928571,0.2,0.4,0.973489,0.6,1.166667,0,0.038462,0.974359,0.666667,1,0,0.076923,0.986667,0.96,1,0.906763,0.891304,0.922222,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.937166,-0.029477,-0.058095,0.005586,-0.055556,'\'(0.5-inf)\'',3.67,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',4,'\'(1.5-2.25]\'','\'(-inf-0]\''
115,0.774049,0,0.948718,0.111111,0.222222,0.875385,0,1,0.076923,0.076923,0.935714,0.9,1,0,0,0.816752,0,1,0.153846,0.153846,0.692308,0,1,0.307692,0.307692,0.913333,0.79,0.98,0.934058,0.933333,0.934783,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(3.2-inf)\'','\'(-inf-0.857143]\'',0.888512,0.260438,-0.158571,0.139145,0.571429,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
14,0.921066,0.742857,0.97619,0,0,0.788462,0,0.98,0.153846,0.153846,0.675714,0,1,0.2,0.4,0.981526,0.866667,1.166667,0,0,0.846154,0,1,0.153846,0.153846,0.973333,0.92,1,0.939493,0.933333,0.945652,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.863223,0.053404,-0.331429,-0.027668,-0.02381,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
392,0.908328,0.827586,1,0,0,0.956154,0.6,1,0,0.076923,0.77,0.4,1,0,0.4,0.990293,0.875,1.166667,0,0,1,1,1,0,0,0.98,0.94,1,0.900966,0.888889,0.913043,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.946959,0.006494,0.053571,-0.02674,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
91,0.754548,0.657895,0.9,0,0.222222,0.87,0.53,1,0,0.153846,0.26,0,0.8,0.6,0.8,0.859362,0,1,0.038462,0.153846,0.923077,0,1,0.076923,0.076923,0.766667,0.63,0.86,0.675483,0.644444,0.706522,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.819879,-0.041241,-0.167143,0.14649,0.142857,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
201,0.455481,0,0.809524,0.333333,0.555556,0.609231,0,0.98,0.230769,0.384615,0.157143,0,0.785714,0.8,0.8,0.71493,0,1.083333,0.153846,0.346154,0.576923,0,1,0.307692,0.461538,0.456667,0.05,0.97,0.624879,0.488889,0.76087,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.578527,-0.462173,-0.642381,-0.329603,-0.297619,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
129,0.614082,0.358974,0.83,0,0.555556,0.945385,0.79,1,0,0,0.69,0.4,0.857143,0,0.4,0.978632,0.833333,1,0,0,1,1,1,0,0,0.506667,0.16,0.81,0.637198,0.622222,0.652174,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.839915,-0.302941,-0.037857,0.008547,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
381,0.935909,0.885714,1,0,0,0.954615,0.83,1,0,0,0.67,0,1,0.2,0.4,0.969582,0.725,1,0,0,1,1,1,0,0,0.983333,0.95,1,0.878986,0.866667,0.891304,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.944607,0.01777,-0.045714,-0.008822,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',3.67,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
324,0.772388,0.485714,0.904762,0,0.222222,0.671538,0,1,0.230769,0.307692,0.3,0,1,0.6,0.8,0.999771,0.944444,1.166667,0,0,0.801282,0,1,0.153846,0.230769,0.916667,0.8,1,0.691908,0.655556,0.728261,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.758882,0.087384,-0.35881,-0.010226,-0.353175,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
261,0.879684,0.7,0.974359,0,0,0.99,0.95,1,0,0,0.865714,0.6,1,0,0.2,0.952631,0.333333,1,0,0.038462,1,1,1,0,0,0.94,0.85,0.99,0.922585,0.877778,0.967391,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.952657,0.088293,-0.012381,0.08619,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
9,0.550939,0,0.727273,0.111111,0.777778,0.763077,0,1,0.076923,0.230769,0.312857,0,0.85,0.6,0.6,0.779267,0,1,0.115385,0.230769,1,1,1,0,0,0.543333,0.2,0.76,0.680797,0.633333,0.728261,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.714493,-0.110572,-0.089286,0.000781,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
258,0.393564,0,0.74,0.222222,0.888889,0.619231,0,1,0.307692,0.384615,0.417143,0,0.785714,0.4,0.6,0.83605,0,1.166667,0.076923,0.153846,0.551282,0,1,0.384615,0.538462,0.153333,0.05,0.32,0.537198,0.422222,0.652174,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.556241,-0.336038,-0.555714,-0.047314,0.111111,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
239,0.803095,0.551724,0.95,0,0.111111,0.770769,0,1,0.153846,0.230769,0.59,0,1,0.2,0.6,0.888864,0,1.166667,0.076923,0.115385,1,1,1,0,0,0.87,0.66,1,0.82343,0.755556,0.891304,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(2.4-3.2]\'','\'(-inf-0.857143]\'',0.8153,-0.058886,-0.391429,-0.17619,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
317,0.900751,0.795455,1,0,0,0.870769,0.42,1,0,0.230769,0.3,0,1,0.6,0.8,0.950369,0.55,1.166667,0,0.076923,0.884615,0,1,0.076923,0.076923,0.9,0.77,1,0.851449,0.833333,0.869565,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(2.571429-3.428571]\'',0.878051,-0.030301,-0.224286,-0.075183,-0.172619,'\'(0.5-inf)\'',2.33,'\'(0.5-inf)\'',1.67,'\'(0.5-inf)\'',1.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
124,0.855946,0.628571,0.95,0,0.111111,0.982308,0.95,1,0,0,0.881429,0.8,1,0,0,0.963825,0.555556,1.166667,0,0.038462,0.826923,0,1,0.153846,0.153846,0.76,0.65,0.9,0.967029,0.966667,0.967391,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(1.714286-2.571429]\'',0.924254,0.001172,-0.007381,-0.008761,0.011905,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',1.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
68,0.659136,0.57,0.772727,0,0.666667,0.88,0,1,0.076923,0.076923,0.858571,0.785714,1,0,0,0.972103,0.75,1.166667,0,0,1,1,1,0,0,0.553333,0.23,0.83,0.718599,0.611111,0.826087,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.826727,-0.024344,-0.18881,-0.002582,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
375,0.552281,0.314286,0.763158,0,0.666667,0.598462,0,1,0.307692,0.461538,0.15,0,0.75,0.8,0.8,0.817671,0,1.166667,0.076923,0.307692,0.647436,0,1,0.307692,0.384615,0.416667,0.09,0.86,0.696498,0.577778,0.815217,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.60718,-0.136795,-0.359286,0.088504,-0.376984,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
96,0.701624,0.363636,0.857143,0,0.444444,0.876154,0.4,1,0,0.076923,0.772857,0.4,0.95,0,0.2,0.952073,0.785714,1.166667,0,0,0.747436,0,1,0.153846,0.307692,0.38,0,0.65,0.789734,0.655556,0.923913,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.806689,-0.181069,-0.135238,0.009444,-0.407937,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
29,0.48291,0.333333,0.74,0,0.888889,0.582308,0,1,0.230769,0.461538,0.13,0,0.65,0.8,1,0.79732,0,1,0.076923,0.307692,0.846154,0,1,0.153846,0.153846,0.403333,0.12,0.79,0.614251,0.511111,0.717391,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.587057,-0.208122,-0.354048,0.130659,-0.02381,'\'(0.5-inf)\'',1.67,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',2.33,'\'(1.5-2.25]\'','\'(-inf-0]\''
323,0.753912,0.571429,0.921053,0,0.444444,0.687692,0,1,0.076923,0.461538,0.741429,0.3,0.95,0,0.4,0.913596,0.55,1.166667,0,0.115385,0.820513,0,1,0.153846,0.230769,0.86,0.67,1,0.758213,0.755556,0.76087,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.761103,0.036103,-0.413571,-0.057277,-0.079365,'\'(0.5-inf)\'',0.67,'\'(0.5-inf)\'',1.67,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
